Customer ID,Recency,Frequency,Monetary,Customer_Age,Customer_Lifespan_Years,CLV,Churn_Prediction_Rate,CLV_segment,Churn_Risk,Customer_Segment
14761.0,59,24,447.92,443,1.2136986301369863,543.64,,Silver,High Risk,Silver-High Risk
14762.0,264,30,417.57,625,1.7123287671232876,715.02,54.601585,Silver,Low Risk,Silver-Low Risk
14764.0,47,6,278.3,46,0.12602739726027398,35.07,,Bronze,High Risk,Bronze-High Risk
14765.0,29,39,254.11,175,0.4794520547945205,121.83,,Bronze,High Risk,Bronze-High Risk
14766.0,8,340,6556.13,551,1.5095890410958903,9897.06,3.1458304,Platinum,Low Risk,Platinum-Low Risk
14767.0,474,18,382.81,473,1.295890410958904,496.08,64.29739,Silver,Medium Risk,Silver-Medium Risk
14768.0,17,5,192.60000000000002,126,0.3452054794520548,66.49,,Bronze,High Risk,Bronze-High Risk
14769.0,3,1426,15771.88,723,1.9808219178082191,31241.29,3.432029,Platinum,Low Risk,Platinum-Low Risk
14770.0,232,197,3637.64,651,1.7835616438356163,6487.96,,Platinum,High Risk,Platinum-High Risk
14771.0,621,47,594.62,736,2.0164383561643837,1199.01,49.46736,Gold,Low Risk,Gold-Low Risk
14772.0,112,9,139.26,111,0.3041095890410959,42.35,69.42282,Bronze,Medium Risk,Bronze-Medium Risk
14773.0,593,10,140.55,592,1.621917808219178,227.96,70.556786,Bronze,Medium Risk,Bronze-Medium Risk
14774.0,529,13,241.45,528,1.4465753424657535,349.28,68.60048,Silver,Medium Risk,Silver-Medium Risk
14775.0,58,80,1418.46,371,1.0164383561643835,1441.78,,Gold,High Risk,Gold-High Risk
14776.0,51,190,3708.3,445,1.2191780821917808,4521.08,,Platinum,High Risk,Platinum-High Risk
14777.0,404,16,307.56,403,1.104109589041096,339.58,61.953197,Silver,Medium Risk,Silver-Medium Risk
14778.0,127,35,730.86,308,0.8438356164383561,616.73,41.283752,Silver,Low Risk,Silver-Low Risk
14779.0,281,41,386.15,323,0.8849315068493151,341.72,65.26559,Silver,Medium Risk,Silver-Medium Risk
14780.0,55,27,447.68,78,0.2136986301369863,95.67,,Bronze,High Risk,Bronze-High Risk
14782.0,320,6,200.10000000000002,319,0.873972602739726,174.88,,Bronze,High Risk,Bronze-High Risk
14783.0,659,17,307.3,658,1.8027397260273972,553.98,61.953197,Silver,Medium Risk,Silver-Medium Risk
14784.0,26,27,449.93,389,1.0657534246575342,479.51,,Silver,High Risk,Silver-High Risk
14785.0,10,3,77.4,14,0.038356164383561646,2.97,,Bronze,High Risk,Bronze-High Risk
14786.0,550,7,90.96,549,1.5041095890410958,136.81,70.648125,Bronze,Medium Risk,Bronze-Medium Risk
14787.0,471,15,110.65,470,1.2876712328767124,142.48,71.11652,Bronze,Medium Risk,Bronze-Medium Risk
14788.0,7,58,1156.32,595,1.63013698630137,1884.96,,Gold,High Risk,Gold-High Risk
14789.0,29,6,197.64,28,0.07671232876712329,15.16,64.20128,Bronze,Medium Risk,Bronze-Medium Risk
14790.0,17,145,2526.62,727,1.9917808219178081,5032.47,9.71621,Platinum,Low Risk,Platinum-Low Risk
14791.0,607,19,303.63,606,1.6602739726027398,504.11,68.13712,Silver,Medium Risk,Silver-Medium Risk
14792.0,64,2,6.2,63,0.1726027397260274,1.07,,Bronze,High Risk,Bronze-High Risk
14793.0,21,39,625.9,534,1.463013698630137,915.7,44.993774,Silver,Low Risk,Silver-Low Risk
14794.0,3,104,1953.9,486,1.3315068493150686,2601.63,,Gold,High Risk,Gold-High Risk
14795.0,166,6,131.45000000000002,165,0.4520547945205479,59.42,69.624084,Bronze,Medium Risk,Bronze-Medium Risk
14796.0,1,1553,10889.64,724,1.9835616438356165,21600.27,,Platinum,High Risk,Platinum-High Risk
14797.0,507,16,300.31,506,1.3863013698630138,416.32,68.13712,Silver,Medium Risk,Silver-Medium Risk
14798.0,53,49,724.31,648,1.7753424657534247,1285.9,37.418396,Gold,Low Risk,Gold-Low Risk
14799.0,51,23,338.15,737,2.0191780821917806,682.79,59.83486,Silver,Medium Risk,Silver-Medium Risk
14800.0,48,656,7774.32,434,1.189041095890411,9243.99,,Platinum,High Risk,Platinum-High Risk
14801.0,61,59,193.14,60,0.1643835616438356,31.75,,Bronze,High Risk,Bronze-High Risk
14802.0,438,2,1502.98,437,1.1972602739726028,1799.46,90.35589,Gold,High Risk,Gold-High Risk
14803.0,162,44,845.55,291,0.7972602739726027,674.12,42.536373,Silver,Low Risk,Silver-Low Risk
14804.0,9,12,353.27,8,0.021917808219178082,7.74,60.720074,Bronze,Medium Risk,Bronze-Medium Risk
14805.0,15,132,1104.64,621,1.7013698630136986,1879.4,,Gold,High Risk,Gold-High Risk
14806.0,75,20,303.43,438,1.2,364.12,,Silver,High Risk,Silver-High Risk
14807.0,391,40,519.29,649,1.7780821917808218,923.34,58.48607,Silver,Medium Risk,Silver-Medium Risk
14808.0,40,235,2741.17,171,0.4684931506849315,1284.22,,Gold,High Risk,Gold-High Risk
14809.0,621,18,686.76,620,1.6986301369863013,1166.55,45.327255,Gold,Low Risk,Gold-Low Risk
14810.0,41,325,2537.02,428,1.1726027397260275,2974.92,,Gold,High Risk,Gold-High Risk
14811.0,387,28,170.5,386,1.0575342465753426,180.31,69.32741,Bronze,Medium Risk,Bronze-Medium Risk
14812.0,599,37,185.8,598,1.6383561643835616,304.41,66.60983,Silver,Medium Risk,Silver-Medium Risk
14813.0,370,177,1090.87,610,1.6712328767123288,1823.1,,Gold,High Risk,Gold-High Risk
14814.0,581,32,160.46,580,1.5890410958904109,254.98,69.32741,Bronze,Medium Risk,Bronze-Medium Risk
14815.0,37,53,778.5,67,0.18356164383561643,142.9,38.778618,Bronze,Low Risk,Bronze-Low Risk
14816.0,197,4,271.85,196,0.536986301369863,145.98,,Bronze,High Risk,Bronze-High Risk
14817.0,200,230,3959.86,627,1.7178082191780821,6802.28,5.154708,Platinum,Low Risk,Platinum-Low Risk
14818.0,74,107,1170.41,647,1.7726027397260273,2074.67,,Gold,High Risk,Gold-High Risk
14819.0,64,57,470.16,717,1.9643835616438357,923.57,56.678986,Silver,Medium Risk,Silver-Medium Risk
14820.0,21,64,1274.76,677,1.8547945205479452,2364.42,,Gold,High Risk,Gold-High Risk
14821.0,367,72,1286.45,675,1.8493150684931507,2379.05,,Gold,High Risk,Gold-High Risk
14822.0,485,9,157.70000000000002,484,1.326027397260274,209.11,66.40283,Bronze,Medium Risk,Bronze-Medium Risk
14823.0,180,70,321.43,194,0.5315068493150685,170.84,71.69531,Bronze,Medium Risk,Bronze-Medium Risk
14824.0,10,158,4022.9100000000003,636,1.7424657534246575,7009.78,,Platinum,High Risk,Platinum-High Risk
14825.0,4,310,4925.08,611,1.673972602739726,8244.45,3.209906,Platinum,Low Risk,Platinum-Low Risk
14826.0,582,10,385.2,694,1.9013698630136986,732.41,59.39897,Silver,Medium Risk,Silver-Medium Risk
14827.0,665,1,0.0,664,1.819178082191781,0.0,83.27281,Bronze,High Risk,Bronze-High Risk
14828.0,197,101,9839.460000000001,732,2.0054794520547947,19732.83,,Platinum,High Risk,Platinum-High Risk
14829.0,29,110,1692.84,435,1.1917808219178083,2017.49,22.51108,Gold,Low Risk,Gold-Low Risk
14830.0,53,40,197.13,52,0.14246575342465753,28.08,,Bronze,High Risk,Bronze-High Risk
14831.0,680,82,1676.57,737,2.0191780821917806,3385.29,32.63757,Gold,Low Risk,Gold-Low Risk
14832.0,630,1,322.69,629,1.7232876712328766,556.09,91.73588,Silver,High Risk,Silver-High Risk
14833.0,499,7,94.8,498,1.3643835616438356,129.34,74.05255,Bronze,Medium Risk,Bronze-Medium Risk
14834.0,18,87,2206.16,406,1.1123287671232878,2453.98,,Gold,High Risk,Gold-High Risk
14835.0,529,2,297.0,616,1.6876712328767123,501.24,64.27061,Silver,Medium Risk,Silver-Medium Risk
14836.0,10,6,102.44999999999999,29,0.07945205479452055,8.14,68.86808,Bronze,Medium Risk,Bronze-Medium Risk
14837.0,90,209,3460.32,684,1.873972602739726,6484.54,,Platinum,High Risk,Platinum-High Risk
14838.0,423,71,773.6700000000001,736,2.0164383561643837,1560.06,36.12356,Gold,Low Risk,Gold-Low Risk
14839.0,418,74,915.28,703,1.926027397260274,1762.85,32.19386,Gold,Low Risk,Gold-Low Risk
14840.0,268,22,362.71,538,1.473972602739726,534.62,,Silver,High Risk,Silver-High Risk
14841.0,53,300,7163.0,736,2.0164383561643837,14443.75,2.8254366,Platinum,Low Risk,Platinum-Low Risk
14842.0,44,145,2824.69,307,0.8410958904109589,2375.84,14.862758,Gold,Low Risk,Gold-Low Risk
14843.0,437,9,211.79999999999998,436,1.1945205479452055,253.0,64.43827,Bronze,Medium Risk,Bronze-Medium Risk
14844.0,64,277,6702.43,606,1.6602739726027398,11127.87,2.8254366,Platinum,Low Risk,Platinum-Low Risk
14845.0,600,1,150.0,599,1.641095890410959,246.16,65.828636,Bronze,Medium Risk,Bronze-Medium Risk
14846.0,427,12,437.4,426,1.167123287671233,510.5,59.96536,Silver,Medium Risk,Silver-Medium Risk
14847.0,149,62,1348.95,564,1.5452054794520549,2084.4,30.032015,Gold,Low Risk,Gold-Low Risk
14848.0,405,11,310.56,404,1.106849315068493,343.74,61.801346,Silver,Medium Risk,Silver-Medium Risk
14849.0,22,755,15763.45,698,1.9123287671232876,30144.9,2.8953795,Platinum,Low Risk,Platinum-Low Risk
14850.0,312,201,1794.01,567,1.5534246575342465,2786.86,22.277143,Gold,Low Risk,Gold-Low Risk
14851.0,23,42,829.4100000000001,630,1.726027397260274,1431.58,40.013546,Gold,Low Risk,Gold-Low Risk
14852.0,58,310,6147.18,643,1.7616438356164383,10829.14,2.8254366,Platinum,Low Risk,Platinum-Low Risk
14853.0,24,31,1376.87,605,1.6575342465753424,2282.21,,Gold,High Risk,Gold-High Risk
14854.0,78,215,4322.86,686,1.8794520547945206,8124.61,,Platinum,High Risk,Platinum-High Risk
14855.0,119,207,6520.3,610,1.6712328767123288,10896.94,,Platinum,High Risk,Platinum-High Risk
14856.0,36,66,1311.3799999999999,56,0.15342465753424658,201.2,,Bronze,High Risk,Bronze-High Risk
14857.0,60,213,3651.851,634,1.736986301369863,6343.22,5.154708,Platinum,Low Risk,Platinum-Low Risk
14858.0,506,11,180.75,505,1.3835616438356164,250.08,68.00198,Bronze,Medium Risk,Bronze-Medium Risk
14859.0,13,66,1705.64,554,1.5178082191780822,2588.83,,Gold,High Risk,Gold-High Risk
14860.0,19,11,170.32,18,0.049315068493150684,8.4,64.35341,Bronze,Medium Risk,Bronze-Medium Risk
14861.0,52,86,1380.73,731,2.0027397260273974,2765.24,,Gold,High Risk,Gold-High Risk
14862.0,26,48,841.1999999999999,148,0.4054794520547945,341.09,,Silver,High Risk,Silver-High Risk
14863.0,29,11,266.76,28,0.07671232876712329,20.46,65.340164,Bronze,Medium Risk,Bronze-Medium Risk
14865.0,7,9,129.72,737,2.0191780821917806,261.93,,Bronze,High Risk,Bronze-High Risk
14866.0,11,137,20850.22,470,1.2876712328767124,26848.23,7.6516867,Platinum,Low Risk,Platinum-Low Risk
14867.0,186,137,2952.06,733,2.0082191780821916,5928.38,,Platinum,High Risk,Platinum-High Risk
14868.0,3,211,4184.01,419,1.1479452054794521,4803.01,,Platinum,High Risk,Platinum-High Risk
14869.0,9,250,2804.24,723,1.9808219178082191,5554.7,,Platinum,High Risk,Platinum-High Risk
14870.0,262,65,1838.95,683,1.8712328767123287,3441.1,,Gold,High Risk,Gold-High Risk
14871.0,3,201,1258.97,738,2.021917808219178,2545.53,23.965082,Gold,Low Risk,Gold-Low Risk
14872.0,484,43,816.6,632,1.7315068493150685,1413.95,40.013546,Gold,Low Risk,Gold-Low Risk
14873.0,210,49,854.13,633,1.7342465753424658,1481.27,,Gold,High Risk,Gold-High Risk
14874.0,535,6,116.18,534,1.463013698630137,169.97,63.054527,Bronze,Medium Risk,Bronze-Medium Risk
14875.0,108,89,2862.4,441,1.2082191780821918,3458.41,,Platinum,High Risk,Platinum-High Risk
14876.0,521,13,256.7,560,1.5342465753424657,393.84,63.59018,Silver,Medium Risk,Silver-Medium Risk
14877.0,418,66,437.0,642,1.7589041095890412,768.64,48.002205,Silver,Low Risk,Silver-Low Risk
14878.0,13,377,4105.24,656,1.7972602739726027,7378.18,,Platinum,High Risk,Platinum-High Risk
14879.0,685,27,185.06,684,1.873972602739726,346.8,70.325745,Silver,Medium Risk,Silver-Medium Risk
14880.0,77,47,706.19,288,0.7890410958904109,557.21,40.620472,Silver,Low Risk,Silver-Low Risk
14881.0,20,17,255.4,19,0.052054794520547946,13.29,,Bronze,High Risk,Bronze-High Risk
14882.0,27,68,3628.15,618,1.6931506849315068,6143.0,28.245237,Platinum,Low Risk,Platinum-Low Risk
14883.0,19,53,761.59,211,0.5780821917808219,440.26,,Silver,High Risk,Silver-High Risk
14884.0,669,8,120.6,668,1.83013698630137,220.71,67.15557,Bronze,Medium Risk,Bronze-Medium Risk
14885.0,132,31,1598.12,465,1.273972602739726,2035.96,34.653393,Gold,Low Risk,Gold-Low Risk
14886.0,253,18,364.8,252,0.6904109589041096,251.86,,Bronze,High Risk,Bronze-High Risk
14887.0,79,6,1862.0,78,0.2136986301369863,397.91,,Silver,High Risk,Silver-High Risk
14888.0,207,20,369.2,206,0.5643835616438356,208.37,,Bronze,High Risk,Bronze-High Risk
14889.0,336,10,135.9,335,0.9178082191780822,124.73,69.42282,Bronze,Medium Risk,Bronze-Medium Risk
14890.0,254,57,817.25,659,1.8054794520547945,1475.53,38.306664,Gold,Low Risk,Gold-Low Risk
14891.0,148,63,1106.73,436,1.1945205479452055,1322.01,30.296505,Gold,Low Risk,Gold-Low Risk
14892.0,691,13,202.35000000000002,690,1.8904109589041096,382.52,70.75518,Silver,Medium Risk,Silver-Medium Risk
14893.0,10,106,1809.6100000000001,617,1.6904109589041096,3058.98,23.523172,Gold,Low Risk,Gold-Low Risk
14894.0,85,46,1492.81,737,2.0191780821917806,3014.25,,Gold,High Risk,Gold-High Risk
14895.0,8,900,25119.54,728,1.9945205479452055,50101.44,3.2234418,Platinum,Low Risk,Platinum-Low Risk
14896.0,205,287,2092.42,733,2.0082191780821916,4202.04,15.117086,Platinum,Low Risk,Platinum-Low Risk
14897.0,8,127,3140.54,723,1.9808219178082191,6220.85,,Platinum,High Risk,Platinum-High Risk
14898.0,23,304,3507.81,735,2.0136986301369864,7063.67,3.349569,Platinum,Low Risk,Platinum-Low Risk
14899.0,395,137,1384.88,394,1.0794520547945206,1494.91,23.445621,Gold,Low Risk,Gold-Low Risk
14900.0,522,1,13.919999999999998,521,1.4273972602739726,19.87,71.76172,Bronze,Medium Risk,Bronze-Medium Risk
14901.0,11,167,2289.65,498,1.3643835616438356,3123.96,,Gold,High Risk,Gold-High Risk
14902.0,26,59,1035.6200000000001,553,1.515068493150685,1569.04,,Gold,High Risk,Gold-High Risk
14903.0,21,355,2810.63,278,0.7616438356164383,2140.7,,Gold,High Risk,Gold-High Risk
14904.0,2,144,1640.64,427,1.16986301369863,1919.32,16.751429,Gold,Low Risk,Gold-Low Risk
14905.0,158,78,1971.39,735,2.0136986301369864,3969.79,31.176298,Platinum,Low Risk,Platinum-Low Risk
14906.0,445,1,68.44,444,1.2164383561643837,83.25,92.251755,Bronze,High Risk,Bronze-High Risk
14907.0,3,296,6165.79,601,1.6465753424657534,10152.44,3.209906,Platinum,Low Risk,Platinum-Low Risk
14908.0,74,14,381.9,462,1.2657534246575342,483.39,,Silver,High Risk,Silver-High Risk
14909.0,437,80,1404.68,662,1.8136986301369864,2547.67,32.589962,Gold,Low Risk,Gold-Low Risk
14910.0,3,30,434.35,54,0.14794520547945206,64.26,58.143448,Bronze,Medium Risk,Bronze-Medium Risk
14911.0,1,11247,295972.63,738,2.021917808219178,598432.33,,Platinum,High Risk,Platinum-High Risk
14912.0,17,63,1889.25,681,1.8657534246575342,3524.87,,Platinum,High Risk,Platinum-High Risk
14913.0,36,247,4073.13,485,1.3287671232876712,5412.24,2.8254366,Platinum,Low Risk,Platinum-Low Risk
14915.0,91,90,1811.25,736,2.0164383561643837,3652.27,,Platinum,High Risk,Platinum-High Risk
14916.0,71,134,3042.95,617,1.6904109589041096,5143.84,9.71621,Platinum,Low Risk,Platinum-Low Risk
14917.0,597,29,1123.75,596,1.632876712328767,1834.95,35.170006,Gold,Low Risk,Gold-Low Risk
14918.0,116,141,5955.81,610,1.6712328767123288,9953.55,,Platinum,High Risk,Platinum-High Risk
14919.0,539,13,359.35,538,1.473972602739726,529.67,63.179123,Silver,Medium Risk,Silver-Medium Risk
14920.0,213,97,1607.17,564,1.5452054794520549,2483.41,,Gold,High Risk,Gold-High Risk
14921.0,30,78,1316.07,200,0.547945205479452,721.13,30.856955,Silver,Low Risk,Silver-Low Risk
14922.0,394,50,843.74,507,1.389041095890411,1171.99,40.757336,Gold,Low Risk,Gold-Low Risk
14923.0,51,44,749.1,50,0.136986301369863,102.62,,Bronze,High Risk,Bronze-High Risk
14924.0,246,31,931.01,638,1.747945205479452,1627.35,40.15655,Gold,Low Risk,Gold-Low Risk
14926.0,382,3,359.4,598,1.6383561643835616,588.83,61.752224,Silver,Medium Risk,Silver-Medium Risk
14927.0,397,20,308.2,396,1.084931506849315,334.38,64.40655,Silver,Medium Risk,Silver-Medium Risk
14928.0,628,21,223.91000000000003,627,1.7178082191780821,384.63,62.373608,Silver,Medium Risk,Silver-Medium Risk
14929.0,32,34,836.69,421,1.1534246575342466,965.06,38.919807,Silver,Low Risk,Silver-Low Risk
14930.0,109,279,5246.63,606,1.6602739726027398,8710.84,,Platinum,High Risk,Platinum-High Risk
14931.0,5,41,1257.68,240,0.6575342465753424,826.97,,Silver,High Risk,Silver-High Risk
14932.0,366,49,1029.66,385,1.0547945205479452,1086.08,44.228104,Gold,Low Risk,Gold-Low Risk
14933.0,444,4,1770.0,443,1.2136986301369863,2148.25,74.07826,Gold,Medium Risk,Gold-Medium Risk
14934.0,82,185,3503.5,441,1.2082191780821918,4233.0,,Platinum,High Risk,Platinum-High Risk
14935.0,297,26,2849.83,619,1.6958904109589041,4833.0,,Platinum,High Risk,Platinum-High Risk
14936.0,34,527,12410.81,583,1.5972602739726027,19823.29,4.7793803,Platinum,Low Risk,Platinum-Low Risk
14937.0,57,34,1621.88,129,0.35342465753424657,573.21,,Silver,High Risk,Silver-High Risk
14938.0,562,71,2322.43,561,1.536986301369863,3569.54,43.25184,Platinum,Low Risk,Platinum-Low Risk
14940.0,418,32,531.49,732,2.0054794520547947,1065.89,51.802147,Gold,Low Risk,Gold-Low Risk
14941.0,579,7,182.1,578,1.5835616438356164,288.37,65.380516,Bronze,Medium Risk,Bronze-Medium Risk
14942.0,402,19,746.56,729,1.9972602739726026,1491.07,46.196823,Gold,Low Risk,Gold-Low Risk
14943.0,663,5,107.62,662,1.8136986301369864,195.19,69.83595,Bronze,Medium Risk,Bronze-Medium Risk
14944.0,30,303,9784.67,660,1.8082191780821917,17692.83,,Platinum,High Risk,Platinum-High Risk
14945.0,414,11,179.4,413,1.1315068493150684,202.99,64.58996,Bronze,Medium Risk,Bronze-Medium Risk
14946.0,14,3,100.9,13,0.03561643835616438,3.59,,Bronze,High Risk,Bronze-High Risk
14947.0,72,54,1049.79,624,1.7095890410958905,1794.71,,Gold,High Risk,Gold-High Risk
14948.0,23,63,1101.97,218,0.5972602739726027,658.16,31.735554,Silver,Low Risk,Silver-Low Risk
14949.0,469,27,515.0,720,1.9726027397260273,1015.89,57.870216,Gold,Medium Risk,Gold-Medium Risk
14950.0,19,19,371.2,18,0.049315068493150684,18.31,,Bronze,High Risk,Bronze-High Risk
14951.0,79,20,311.69,78,0.2136986301369863,66.61,60.28543,Bronze,Medium Risk,Bronze-Medium Risk
14952.0,60,307,17629.35,735,2.0136986301369864,35500.2,2.8254366,Platinum,Low Risk,Platinum-Low Risk
14953.0,25,259,1013.77,435,1.1917808219178083,1208.19,,Gold,High Risk,Gold-High Risk
14954.0,12,126,503.44,702,1.9232876712328768,968.26,26.22928,Silver,Low Risk,Silver-Low Risk
14955.0,733,31,163.77,732,2.0054794520547947,328.44,69.32741,Silver,Medium Risk,Silver-Medium Risk
14956.0,421,4,1325.0,420,1.1506849315068493,1524.66,63.775074,Gold,Medium Risk,Gold-Medium Risk
14957.0,253,29,333.29,644,1.7643835616438357,588.05,64.44284,Silver,Medium Risk,Silver-Medium Risk
14958.0,147,72,957.9399999999999,735,2.0136986301369864,1929.0,32.346054,Gold,Low Risk,Gold-Low Risk
14959.0,64,59,695.42,295,0.8082191780821918,562.05,38.91039,Silver,Low Risk,Silver-Low Risk
14960.0,8,27,221.27,170,0.4657534246575342,103.06,67.46932,Bronze,Medium Risk,Bronze-Medium Risk
14961.0,11,670,16410.15,735,2.0136986301369864,33045.1,3.058153,Platinum,Low Risk,Platinum-Low Risk
14962.0,271,14,366.91,583,1.5972602739726027,586.05,,Silver,High Risk,Silver-High Risk
14963.0,10,493,3164.48,525,1.4383561643835616,4551.65,,Platinum,High Risk,Platinum-High Risk
14964.0,247,13,206.21,246,0.673972602739726,138.98,,Bronze,High Risk,Bronze-High Risk
14965.0,96,83,599.0,95,0.2602739726027397,155.9,36.171143,Bronze,Low Risk,Bronze-Low Risk
14966.0,15,160,1115.8400000000001,723,1.9808219178082191,2210.28,,Gold,High Risk,Gold-High Risk
14967.0,50,29,1982.6100000000001,735,2.0136986301369864,3992.38,,Platinum,High Risk,Platinum-High Risk
14968.0,30,85,504.99,457,1.252054794520548,632.28,45.554653,Silver,Low Risk,Silver-Low Risk
14969.0,704,13,906.23,703,1.926027397260274,1745.42,42.393867,Gold,Low Risk,Gold-Low Risk
14970.0,68,113,4919.35,662,1.8136986301369864,8922.22,9.14718,Platinum,Low Risk,Platinum-Low Risk
14971.0,35,160,1116.57,42,0.11506849315068493,128.48,22.84901,Bronze,Low Risk,Bronze-Low Risk
14972.0,128,20,145.07,380,1.0410958904109588,151.03,,Bronze,High Risk,Bronze-High Risk
14973.0,107,32,1314.45,225,0.6164383561643836,810.28,35.337315,Silver,Low Risk,Silver-Low Risk
14974.0,37,21,114.39,36,0.09863013698630137,11.28,,Bronze,High Risk,Bronze-High Risk
14975.0,57,26,472.39,420,1.1506849315068493,543.57,,Silver,High Risk,Silver-High Risk
14976.0,57,72,790.86,326,0.8931506849315068,706.36,37.29603,Silver,Low Risk,Silver-Low Risk
14977.0,726,4,31.929999999999996,725,1.9863013698630136,63.42,83.27281,Bronze,High Risk,Bronze-High Risk
14978.0,72,293,3142.14,590,1.6164383561643836,5079.08,,Platinum,High Risk,Platinum-High Risk
14979.0,735,53,439.46,734,2.010958904109589,883.74,59.79128,Silver,Medium Risk,Silver-Medium Risk
14980.0,737,24,150.68,736,2.0164383561643837,303.84,71.18355,Silver,Medium Risk,Silver-Medium Risk
14981.0,246,22,372.92,423,1.158904109589041,432.18,54.80798,Silver,Low Risk,Silver-Low Risk
14982.0,572,39,237.78,571,1.5643835616438355,371.98,71.8202,Silver,Medium Risk,Silver-Medium Risk
14983.0,689,30,183.20000000000002,688,1.884931506849315,345.32,69.32741,Silver,Medium Risk,Silver-Medium Risk
14984.0,19,56,1271.41,696,1.906849315068493,2424.39,,Gold,High Risk,Gold-High Risk
14985.0,198,87,296.75,357,0.9780821917808219,290.25,,Silver,High Risk,Silver-High Risk
14986.0,376,100,566.9,683,1.8712328767123287,1060.8,,Gold,High Risk,Gold-High Risk
14987.0,16,17,1713.85,736,2.0164383561643837,3455.87,38.408497,Gold,Low Risk,Gold-Low Risk
14988.0,212,244,2066.6,601,1.6465753424657534,3402.81,,Gold,High Risk,Gold-High Risk
14989.0,662,18,342.4,661,1.810958904109589,620.07,62.725906,Silver,Medium Risk,Silver-Medium Risk
14990.0,612,43,305.42,729,1.9972602739726026,610.0,67.52812,Silver,Medium Risk,Silver-Medium Risk
14991.0,430,21,314.67,429,1.1753424657534246,369.85,64.87486,Silver,Medium Risk,Silver-Medium Risk
14992.0,442,27,210.5,441,1.2082191780821918,254.33,70.325745,Bronze,Medium Risk,Bronze-Medium Risk
14993.0,564,10,36.13,563,1.5424657534246575,55.73,76.7067,Bronze,High Risk,Bronze-High Risk
14994.0,382,310,960.63,622,1.704109589041096,1637.02,26.30825,Gold,Low Risk,Gold-Low Risk
14995.0,39,61,233.23000000000002,279,0.7643835616438356,178.28,,Bronze,High Risk,Bronze-High Risk
14996.0,481,41,442.28999999999996,480,1.3150684931506849,581.64,60.864033,Silver,Medium Risk,Silver-Medium Risk
14997.0,46,38,776.5999999999999,655,1.7945205479452055,1393.62,42.57141,Gold,Low Risk,Gold-Low Risk
14998.0,170,127,770.73,604,1.6547945205479453,1275.4,23.968267,Gold,Low Risk,Gold-Low Risk
14999.0,593,9,129.48000000000002,592,1.621917808219178,210.01,69.67715,Bronze,Medium Risk,Bronze-Medium Risk
15000.0,48,77,490.52,47,0.12876712328767123,63.16,,Bronze,High Risk,Bronze-High Risk
15001.0,394,54,230.85999999999999,393,1.0767123287671232,248.57,85.67151,Bronze,High Risk,Bronze-High Risk
15002.0,116,370,4817.28,696,1.906849315068493,9185.83,,Platinum,High Risk,Platinum-High Risk
15003.0,473,349,1060.7,681,1.8657534246575342,1979.0,31.06916,Gold,Low Risk,Gold-Low Risk
15004.0,147,158,1246.32,146,0.4,498.53,,Silver,High Risk,Silver-High Risk
15005.0,16,2454,14106.2,737,2.0191780821917806,28482.93,3.3405752,Platinum,Low Risk,Platinum-Low Risk
15006.0,51,207,825.14,452,1.2383561643835617,1021.82,,Gold,High Risk,Gold-High Risk
15007.0,159,12,156.91,158,0.4328767123287671,67.92,,Bronze,High Risk,Bronze-High Risk
15008.0,480,12,360.0,637,1.7452054794520548,628.27,59.34195,Silver,Medium Risk,Silver-Medium Risk
15009.0,12,182,1261.78,24,0.06575342465753424,82.97,,Bronze,High Risk,Bronze-High Risk
15010.0,36,20,308.94,35,0.0958904109589041,29.62,,Bronze,High Risk,Bronze-High Risk
15011.0,396,20,416.6,416,1.1397260273972603,474.81,57.76245,Silver,Medium Risk,Silver-Medium Risk
15012.0,54,255,860.62,576,1.5780821917808219,1358.13,26.525875,Gold,Low Risk,Gold-Low Risk
15013.0,488,355,1641.3,677,1.8547945205479452,3044.27,20.403593,Gold,Low Risk,Gold-Low Risk
15014.0,43,35,260.17,175,0.4794520547945205,124.74,66.42257,Bronze,Medium Risk,Bronze-Medium Risk
15015.0,501,296,2365.02,724,1.9835616438356165,4691.16,15.0906515,Platinum,Low Risk,Platinum-Low Risk
15016.0,173,108,630.3,542,1.484931506849315,935.95,30.262672,Silver,Low Risk,Silver-Low Risk
15017.0,34,20,125.58,33,0.09041095890410959,11.35,,Bronze,High Risk,Bronze-High Risk
15018.0,39,36,607.46,367,1.0054794520547945,610.79,,Silver,High Risk,Silver-High Risk
15019.0,267,70,266.0,266,0.7287671232876712,193.85,,Bronze,High Risk,Bronze-High Risk
15020.0,379,28,203.42,378,1.0356164383561643,210.67,,Bronze,High Risk,Bronze-High Risk
15021.0,9,718,2783.83,497,1.3616438356164384,3790.58,9.1482525,Platinum,Low Risk,Platinum-Low Risk
15022.0,12,154,1186.09,676,1.8520547945205479,2196.7,23.10923,Gold,Low Risk,Gold-Low Risk
15023.0,3,1015,12170.68,673,1.8438356164383563,22440.73,,Platinum,High Risk,Platinum-High Risk
15024.0,10,371,4075.51,423,1.158904109589041,4723.13,,Platinum,High Risk,Platinum-High Risk
15025.0,33,146,1013.09,567,1.5534246575342465,1573.76,,Gold,High Risk,Gold-High Risk
15026.0,80,140,1061.61,447,1.2246575342465753,1300.11,23.590101,Gold,Low Risk,Gold-Low Risk
15027.0,31,91,3195.6,623,1.7068493150684931,5454.41,18.395878,Platinum,Low Risk,Platinum-Low Risk
